Date,Token0,Token1,FeeTier,TVLUSD,VolumeUSD,FeesUSD,APR
2022-01-18,PEOPLE,ETH,3000,3503045.305332625069195467743815039,705850.5923255577271882712612682297,2117.551776976673181564813783804688,=I2*365/G2
2022-01-18,SILO,USDC,10000,1137587.183899669460651095112584057,705835.053291,7058.35053291,=I2*365/G2
2022-01-18,VXV,ETH,10000,3027156.653253349055695693495963975,689494.3429726437474666940994483473,6894.943429726437474666940994483473,=I2*365/G2
2022-01-18,ETH,LUNA,10000,6147109.762622416842702700560207825,679928.4110942793503499177026283239,6799.284110942793503499177026283239,=I2*365/G2
2022-01-18,SOUL,ETH,3000,1423753.224824325996475132564515205,672877.3836685489726330718504225195,2018.632151005646917899215551267558,=I2*365/G2
2022-01-18,,USDC,100,2004955.661235178033165977063488493,666404.416617,66.6404416617,=I2*365/G2
2022-01-18,NCT,ETH,10000,1337220.129001360021378476251182291,665058.0563348916337507217339018729,6650.580563348916337507217339018729,=I2*365/G2
2022-01-18,ETH,TRU,10000,4687985.965108505420174632552017569,654385.1954794264142613391014906233,6543.851954794264142613391014906233,=I2*365/G2
2022-01-18,SILO,ETH,3000,276487.9152811534125312152586306172,634895.6462772962775800386866658772,1904.686938831888832740116059997633,=I2*365/G2
2022-01-18,FTX TOKEN,ETH,3000,18097673.07287508079188770976179492,619986.8974907062332502629700132994,1859.960692472118699750788910039898,=I2*365/G2
2022-01-18,1INCH,ETH,10000,10833310.84899584470748003867767721,612128.8078312182941283765590335879,6121.288078312182941283765590335879,=I2*365/G2
2022-01-18,ETH,IMX,10000,6329306.435005405123679166727635631,610240.6288751720011220826684084761,6102.406288751720011220826684084761,=I2*365/G2
2022-01-18,XSGD,USDC,500,2711105.926632703463974246761418121,600608.70843,300.304354215,=I2*365/G2
2022-01-18,MKR,ETH,3000,12449795.17272055507144780534918163,591918.9607514008357436816455626288,1775.756882254202507231044936687885,=I2*365/G2
2022-01-18,XSGD,ETH,500,4259727.509637223102515358839142743,588247.520516438997484318013536183,294.1237602582194987421590067680916,=I2*365/G2
2022-01-18,DAI,UST,500,1069125.902606110208839053758966465,574830.4711880358758467035756970739,287.4152355940179379233517878485369,=I2*365/G2
2022-01-18,FUSE,ETH,10000,1295475.888005828420480202580963909,573453.8075943731809169924020871609,5734.538075943731809169924020871609,=I2*365/G2
2022-01-18,STOS,USDT,3000,1269749.359615646458286804104261709,561000.1036456422153744192633630943,1683.000310936926646123257790089283,=I2*365/G2
2022-01-18,LCX,ETH,10000,7069022.677115109033971299672314331,556298.6703794610518655771297469779,5562.986703794610518655771297469779,=I2*365/G2
2022-01-18,AVG,ETH,10000,1240808.395038683998995889616993497,550307.6213423449909692368168836963,5503.076213423449909692368168836963,=I2*365/G2
2022-01-18,USDC,UST,100,2002049.67759106216015030299870616,546305.622214,54.6305622214,=I2*365/G2
2022-01-18,MANA,ETH,3000,3808164.572055141259641908871578885,542553.8580578268821968298875279736,1627.661574173480646590489662583918,=I2*365/G2
2022-01-18,SOS,ETH,10000,3867286.87954342199581546195195986,537200.9319757526905897817209517914,5372.009319757526905897817209517914,=I2*365/G2
2022-01-18,BAT,ETH,3000,3135347.370968645102285098335100865,528079.7411078096029270638606630299,1584.239223323428808781191581989089,=I2*365/G2
2022-01-18,ETH,NCR,3000,1824324.22013145782219774350204842,521867.9616464134827166596151900225,1565.603884939240448149978845570068,=I2*365/G2
2022-01-18,CHZ,USDC,10000,599325.634285840323757199274888472,501360.536691,5013.60536691,=I2*365/G2
2022-01-18,USDC,GF,3000,12576865.71470151667324491593601437,492221.314828,1476.663944484,=I2*365/G2
2022-01-18,SAND,ETH,10000,13663714.43514144057010547451314981,487398.6687599081185619349353786255,4873.986687599081185619349353786255,=I2*365/G2
2022-01-18,ETH,RAINI,10000,4307835.088653319388205956397797946,465524.8898158583036726993140856374,4655.248898158583036726993140856374,=I2*365/G2
2022-01-18,AXS,ETH,3000,9615130.303521683193158533163262284,460857.4771599413455097382160841823,1382.572431479824036529214648252547,=I2*365/G2
2022-01-18,LDO,ETH,10000,3495007.32382915214017058073399848,456269.2125115439329232489123428127,4562.692125115439329232489123428127,=I2*365/G2
2022-01-18,LQTY,ETH,10000,493522.1260375471210190938963467253,455500.4544567052272172864140085033,4555.004544567052272172864140085033,=I2*365/G2
2022-01-18,RPL,ETH,3000,22758387.19332355916262019509658635,445256.8746399677009521770157800915,1335.770623919903102856531047340275,=I2*365/G2
2022-01-18,RBN,ETH,3000,405477.7359119855309824117375690301,431886.8216407466796564677403417166,1295.660464922240038969403221025149,=I2*365/G2
2022-01-18,LYXE,ETH,3000,3388245.565731798052557786721238708,429172.9337852698612095137011809679,1287.518801355809583628541103542906,=I2*365/G2
2022-01-18,QRDO,ETH,3000,2430827.70523615056645410520497794,428125.0779013952873358537902564866,1284.375233704185862007561370769458,=I2*365/G2
2022-01-18,CSWAP,USDC,10000,1075978.039476094740151046598621817,413431.778109,4134.31778109,=I2*365/G2
2022-01-18,WOOL,USDC,10000,81948.86648651722154314954245283761,412969.204722,4129.69204722,=I2*365/G2
2022-01-18,USDC,EURT,500,605672.1647378499118492338671361859,411703.523378,205.851761689,=I2*365/G2
2022-01-18,USDC,ONEFUSE,500,1014864.87124958101197941485457666,405402.360815,202.7011804075,=I2*365/G2
2022-01-18,ETH,GFI,10000,713184.9543908483377516761101100062,393909.1638131579741072722207707703,3939.091638131579741072722207707703,=I2*365/G2
2022-01-18,TLOS,ETH,3000,563662.6119461378894948821804028795,393421.2421964336415200723513595186,1180.263726589300924560217054078556,=I2*365/G2
2022-01-18,WBTC,RENBTC,500,8961126.620960576231230490586946232,392752.5534253265738010150311059618,196.3762767126632869005075155529811,=I2*365/G2
2022-01-18,USDT,ACH,10000,2214288.601370418539012014724866275,390835.9656369160258443095638190348,3908.359656369160258443095638190348,=I2*365/G2
2022-01-18,DUSK,USDT,3000,842541.4097938711627486685853809545,387152.0464227506330776046942742338,1161.456139268251899232814082822701,=I2*365/G2
2022-01-18,GEL,ETH,10000,1692276.049165907116552176741664045,385404.5092391494302307782146819947,3854.045092391494302307782146819947,=I2*365/G2
2022-01-18,UNI,USDC,3000,2418568.231092861857846022543539354,378981.750635,1136.945251905,=I2*365/G2
2022-01-18,GMI,ETH,3000,1229442.711728151856808321065289641,377985.7014921025059773194148695871,1133.95710447630751793195824460876,=I2*365/G2
2022-01-18,OVR,ETH,10000,2480077.17238679900316831122231131,368917.6843294548150605035716930348,3689.176843294548150605035716930348,=I2*365/G2
2022-01-18,SAND,ETH,3000,1037876.237838975244158366440625326,363767.1803885969329811673836994734,1091.301541165790798943502151098421,=I2*365/G2
2022-01-18,ETH,ICE,3000,1458527.318073484550011875873730612,363450.8550447951855180664403788385,1090.352565134385556554199321136517,=I2*365/G2
2022-01-18,ONEUNI,USDC,500,2008474.620103794321364931970035762,320105.873294,160.052936647,=I2*365/G2
2022-01-18,AGLD,ETH,10000,12577046.77030774219467582883630274,319591.6167521856968460444064339982,3195.916167521856968460444064339982,=I2*365/G2
2022-01-18,PHONON,ETH,10000,2211959.431133113849228501190615385,312428.468445427325930952964069898,3124.28468445427325930952964069898,=I2*365/G2
2022-01-18,PAX,USDC,100,14955105.31554496645932480736327937,307539.184481,30.7539184481,=I2*365/G2
2022-01-18,ETH,RARI,3000,910056.7744009125116905552393244981,304646.212882784852178491257376926,913.9386386483545565354737721307778,=I2*365/G2
2022-01-18,COVAL,ETH,10000,1272384.663253471119660410529933445,299322.7095522468509618280121462856,2993.227095522468509618280121462856,=I2*365/G2
2022-01-18,PLOT,ETH,3000,1026086.97182620308772555907313021,298379.3907603795145157989381148412,895.138172281138543547396814344523,=I2*365/G2
2022-01-18,XAUT,ETH,3000,3530635.311272228070528216107554196,294163.7042157270686368889013434973,882.4911126471812059106667040304918,=I2*365/G2
2022-01-18,WNXM,ETH,10000,5536228.19928656583839983685423923,293755.5282364371620051828158037708,2937.555282364371620051828158037708,=I2*365/G2
2022-01-18,PAPER,ETH,10000,1463779.815616703195573852035439007,290849.4444555635915635622826009288,2908.494444555635915635622826009288,=I2*365/G2
2022-01-18,CEL,ETH,3000,5354097.834775741140727644401754959,272270.6443534191948164784934324593,816.8119330602575844494354802973782,=I2*365/G2
2022-01-18,ETH,SUPER,10000,825157.8797278764997261666645637482,259357.0826652908849943135732873968,2593.570826652908849943135732873968,=I2*365/G2
2022-01-18,USDC,YLD,3000,1640056.994000865915238494984855161,256824.229967,770.472689901,=I2*365/G2
2022-01-18,RARE,ETH,3000,2378219.067554916415845532026737308,247228.574929376288476937928357198,741.6857247881288654308137850715936,=I2*365/G2
2022-01-18,ETH,SWAP,3000,713835.3331796474053138786960449443,246328.7172279687529603418979585959,738.9861516839062588810256938757876,=I2*365/G2
2022-01-18,WILD,ETH,3000,2185114.768146273766216455397780936,244532.7563963709767221785755555621,733.5982691891129301665357266666859,=I2*365/G2
2022-01-18,ETH,GTC,3000,1172570.164321117321099918236461675,240750.4554533803306129534721245407,722.251366360140991838860416373622,=I2*365/G2
2022-01-18,PILOT,ETH,3000,4730403.709372575916269472815132615,238462.6012009644994842841823785313,715.3878036028934984528525471355937,=I2*365/G2
2022-01-18,GOG,ETH,10000,794788.8585741532386932711270682367,232903.9237011628243638363572882847,2329.039237011628243638363572882847,=I2*365/G2
2022-01-18,ETH,GTC,10000,4366610.259782526173706103135353356,232228.6630642181722878384174828925,2322.286630642181722878384174828925,=I2*365/G2
2022-01-18,XSUSHI,ETH,10000,5605039.001577712808870411570613624,226931.5183015372613994247167624032,2269.315183015372613994247167624032,=I2*365/G2
2022-01-18,UBT,ETH,3000,1172541.579613750061797958529803853,219087.58075106739513912094094726,657.2627422532021854173628228417797,=I2*365/G2
2022-01-18,XYO,ETH,3000,2461138.064972153393710675485807889,214525.5703547229245720757952460803,643.5767110641687737162273857382412,=I2*365/G2
2022-01-18,RVP,ETH,10000,1558213.621256658897810424320453052,214429.1743704829431514000912446622,2144.291743704829431514000912446622,=I2*365/G2
2022-01-18,ETH,VRA,3000,1240821.225412147389216856136880019,213775.107028692345156144179162985,641.3253210860770354684325374889546,=I2*365/G2
2022-01-18,CVX,ETH,10000,7782323.136759496173264184456503002,212686.8300644044454647347645419473,2126.868300644044454647347645419473,=I2*365/G2
2022-01-18,XCAD,USDT,3000,405587.522328486543777706551010552,210712.9791207262101085878406992372,632.1389373621786303257635220977116,=I2*365/G2
2022-01-18,ETH,TRU,3000,459209.3489833176027017223397366573,206657.4427037632790401203932117891,619.9723281112898371203611796353674,=I2*365/G2
2022-01-18,CHZ,USDT,3000,1751263.838397241910481221218198168,204369.389614,613.108168842,=I2*365/G2
2022-01-18,RUNE,ETH,3000,2998442.602233465596629708837785216,204251.7881553662703227479426471762,612.7553644660988109682438279415286,=I2*365/G2
2022-01-18,ETH,MNW,3000,670829.168941265104412204683591465,204104.5408186995636981006484310819,612.3136224560986910943019452932453,=I2*365/G2
2022-01-18,ETH,XPR,3000,1026296.68786470953401431238139526,200396.6803127396123939907018734304,601.1900409382188371819721056202908,=I2*365/G2
2022-01-18,ETH,TRIBE,3000,1488148.217226988550535659623606636,200352.8066171739687911713149768928,601.0584198515219063735139449306785,=I2*365/G2
2022-01-18,BED,ETH,3000,1067609.593740816178186238626211065,199435.8123905388493672919846599208,598.3074371716165481018759539797623,=I2*365/G2
2022-01-18,DEVT,ETH,3000,23121.53196972594616157911174204328,197573.5251140648613335135521450374,592.7205753421945840005406564351121,=I2*365/G2
2022-01-18,MVI,ETH,3000,1432755.905115467232595438553315996,195309.378283129949356352862022716,585.928134849389848069058586068148,=I2*365/G2
2022-01-18,GNO,ETH,3000,2558636.505004004924385433427643914,192975.5968915066326694941512163614,578.9267906745198980084824536490843,=I2*365/G2
2022-01-18,ETH,ENJ,3000,2131738.196432335571958307023400638,191565.4698361399228739863497143233,574.6964095084197686219590491429702,=I2*365/G2
2022-01-18,OGN,ETH,3000,5420753.781316037951440964971411409,189653.9468249317905073290531407605,568.9618404747953715219871594222814,=I2*365/G2
2022-01-18,DAI,HOPR,3000,17115753.90859174947055081011956587,188418.1881779525409654733122914864,565.2545645338576228964199368744594,=I2*365/G2
2022-01-18,ALEPH,ETH,3000,1070197.038268326248013547382876247,186851.8395098784293278798946405448,560.5555185296352879836396839216349,=I2*365/G2
2022-01-18,OCC,ETH,10000,608852.4476542199349489091449058918,186481.0372486290854238045671215098,1864.810372486290854238045671215098,=I2*365/G2
2022-01-18,WBTC,EURT,3000,1838119.884637620145906730193121788,183589.5265730085680134251248817358,550.7685797190257040402753746452073,=I2*365/G2
2022-01-18,WOO,ETH,3000,2583046.106445836917248229188302785,179881.3268023646668156858611001931,539.6439804070940004470575833005789,=I2*365/G2
2022-01-18,ROL,ETH,10000,26071.51958627545998859620193765555,174995.2836475393216569136057235789,1749.952836475393216569136057235789,=I2*365/G2
2022-01-18,ETH,ZRX,3000,884768.1419252332568781260501051613,172698.0535815969877607632724930176,518.0941607447909632822898174790527,=I2*365/G2
2022-01-18,1INCH,ETH,3000,8119061.604637229193346645046945602,171248.6215226138277329716401561158,513.7458645678414831989149204683479,=I2*365/G2
2022-01-18,POW,ETH,10000,80263.41481579958803038474072304095,171227.1159500401454656597998417042,1712.271159500401454656597998417042,=I2*365/G2
2022-01-18,BTC2X-FLI,WBTC,10000,3453214.262449183462797836831214535,166539.2080250350027566453678170907,1665.392080250350027566453678170907,=I2*365/G2
2022-01-18,GUSD,USDC,3000,5986775.57504085508707567483374646,165443.752327,496.331256981,=I2*365/G2
2022-01-18,SHIB,ETH,10000,26250918.35434978036370109755028684,157535.0898428989453994759570554541,1575.350898428989453994759570554541,=I2*365/G2
2022-01-18,ETH,REEF,10000,557535.3147115323129973210306877304,157039.7879071281337193235970113181,1570.397879071281337193235970113181,=I2*365/G2
2022-01-18,DAI,MTA,3000,309112.1865208939276356364153330139,156360.721402975053038585030791363,469.0821642089251591157550923740892,=I2*365/G2
2022-01-18,USDC,VEGA,3000,421277.9101672547254828425488154065,155053.974544,465.161923632,=I2*365/G2
2022-01-18,DPI,ETH,3000,8630451.805334932248661616930160892,152015.8433591363967604281488841315,456.0475300774091902812844466523944,=I2*365/G2
2022-01-18,ETH,BABL,3000,2035624.065609325046789649762578918,143957.992208237152556048112347307,431.8739766247114576681443370419214,=I2*365/G2
2022-01-18,RNG,ETH,3000,2848345.062804069493077251815403341,142457.7989687602293891277743702138,427.3733969062806881673833231106413,=I2*365/G2
2022-01-18,UMA,ETH,3000,2894674.243542031386915169188304978,140654.9200708526509282139305809413,421.9647602125579527846417917428236,=I2*365/G2
2022-01-18,ETH,GODS,10000,657377.5548634595088666557855014907,136497.0827439546629657435219697507,1364.970827439546629657435219697507,=I2*365/G2
2022-01-18,ETH,AVINOC,3000,9509557.745122174896327036552908395,135854.5490880286288834188147768703,407.5636472640858866502564443306107,=I2*365/G2
2022-01-18,BUSD,USDC,100,2129774.414795386554901509852088344,135797.80978,13.579780978,=I2*365/G2
